arabidopsis_thaliana	populus_trichocarpa
AT3G26600	Potri.015G082800
AT5G28550	Potri.003G021700
AT5G67080	Potri.007G044800
AT2G02710	Potri.010G053500
AT1G68160	Potri.010G097000
AT3G54310	Potri.019G030300
AT4G31930	Potri.018G021600
AT1G80720	Potri.001G047600
AT5G55000	Potri.019G038400
ATCG00330	Potri.013G142336
AT4G25880	Potri.008G004300
AT5G42780	Potri.015G032700
AT5G42220	Potri.005G247900
AT3G55380	Potri.010G206832
AT4G20850	Potri.015G145300
AT4G00240	Potri.014G074700
AT4G35790	Potri.007G060300
AT5G53620	Potri.015G006700
AT5G65158	Potri.007G091100
AT1G22770	Potri.005G196700
AT5G23540	Potri.014G032900
AT5G46610	Potri.001G144300
AT3G63460	Potri.009G055400
AT3G51220	Potri.005G114400
AT1G75720	Potri.005G238500
AT4G29040	Potri.014G194700
AT4G30020	Potri.018G143400
AT4G21990	Potri.004G012100
AT5G24910	Potri.019G064200
AT2G05990	Potri.T014016
AT3G15810	Potri.006G067000
AT1G62360	Potri.011G011101
AT3G10050	Potri.006G118400
AT2G45540	Potri.014G072600
AT2G38960	Potri.011G139900
AT1G67960	Potri.010G103400
AT1G04290	Potri.004G134132
AT1G67640	Potri.010G055800
AT5G40780	Potri.001G335300
AT1G68200	Potri.017G119900
AT4G02100	Potri.014G122300
AT3G52250	Potri.010G220000
AT3G62010	Potri.014G109900
AT1G76970	Potri.005G184900
AT4G14640	Potri.010G080900
AT3G53390	Potri.016G088800
AT4G34950	Potri.009G132700
AT2G28250	Potri.009G010400
AT4G23010	Potri.014G077500
AT5G21222	Potri.018G081700
AT3G22320	Potri.006G161600
AT4G38120	Potri.001G454200
AT1G17210	Potri.011G081200
AT4G36980	Potri.007G044100
AT1G23420	Potri.010G042400
AT1G08465	Potri.016G067300
AT4G18510	Potri.019G091100
AT3G19040	Potri.017G047600
AT4G32640	Potri.013G035800
AT5G27970	Potri.013G035100
AT5G08560	Potri.008G002700
AT3G50670	Potri.007G026900
AT3G18180	Potri.015G042300
AT1G52900	Potri.011G123100
AT1G61105	Potri.011G046800
AT3G02970	Potri.014G126000
AT5G44140	Potri.017G017400
AT2G30160	Potri.016G125200
AT4G23895	Potri.003G140500
AT3G19240	Potri.009G102000
AT2G23090	Potri.014G018400
AT4G00770	Potri.014G077400
AT1G67310	Potri.003G170600
AT1G47560	Potri.014G039100
AT5G65930	Potri.011G146700
AT3G05327	Potri.013G023000
AT4G23570	Potri.017G149800
AT3G58610	Potri.019G089366
AT2G22780	Potri.007G009100
AT5G15780	Potri.017G100600
AT1G34420	Potri.019G084800
AT5G20090	Potri.015G092500
AT5G66160	Potri.005G111100
AT5G45370	Potri.004G237100
AT5G04180	Potri.016G043700
AT5G42810	Potri.005G230200
AT3G09360	Potri.009G039100
AT5G04750	Potri.010G240401
AT4G04980	Potri.011G047100
AT5G02440	Potri.006G084400
AT5G47740	Potri.006G003900
AT5G61990	Potri.015G105400
AT3G24330	Potri.018G072300
AT5G18220	Potri.019G032900
AT4G31140	Potri.018G000900
AT3G52610	Potri.016G078000
AT4G08910	Potri.014G150900
AT3G27160	Potri.012G092700
AT3G62100	Potri.014G111700
AT3G03320	Potri.007G132100
AT4G18940	Potri.017G062400
AT5G28650	Potri.013G042600
AT5G66220	Potri.010G213000
AT5G46410	Potri.011G078300
AT5G23150	Potri.007G071600
AT1G68610	Potri.010G127700
AT3G44740	Potri.003G162300
AT3G54500	Potri.T127206
AT5G53340	Potri.015G023700
AT3G17900	Potri.010G033900
AT3G18890	Potri.T124404
AT4G15180	Potri.017G041100
AT3G22142	Potri.010G072200
AT1G15040	Potri.010G120600
AT1G22790	Potri.005G196300
AT1G79350	Potri.010G174900
AT5G28040	Potri.009G056400
AT3G14960	Potri.018G053150
AT2G38300	Potri.016G121800
AT3G47650	Potri.018G068300
AT5G19870	Potri.003G216600
AT1G71310	Potri.019G068500
AT5G41410	Potri.003G131300
AT5G51250	Potri.007G081100
AT5G44680	Potri.010G175300
AT2G39710	Potri.010G201400
AT2G25700	Potri.009G135800
AT5G42190	Potri.005G243100
AT3G16640	Potri.010G013400
AT1G06900	Potri.013G154600
AT5G32470	Potri.019G022700
AT3G17920	Potri.015G036300
AT5G64910	Potri.007G082000
AT5G35560	Potri.018G065501
AT4G21660	Potri.011G047600
AT4G16760	Potri.003G079200
AT3G05970	Potri.010G090200
AT5G27600	Potri.013G021300
AT5G19520	Potri.006G222500
AT3G14810	Potri.011G105500
AT4G08360	Potri.009G124200
AT5G25840	Potri.018G045600
AT5G63520	Potri.015G098800
AT1G34065	Potri.002G063901
AT4G39460	Potri.005G085900
AT5G06470	Potri.016G067700
AT4G13800	Potri.001G318700
AT5G18590	Potri.010G022000
AT3G08505	Potri.009G062600
AT5G45140	Potri.015G003000
AT4G31370	Potri.018G005100
AT5G25890	Potri.006G255200
AT1G77310	Potri.007G101201
ATCG00180	Potri.013G140850
AT5G50460	Potri.017G064032
AT5G13710	Potri.009G058600
AT5G37180	Potri.017G139100
AT1G73370	Potri.015G029100
AT5G20830	Potri.018G063500
AT5G49190	Potri.002G202300
AT2G47780	Potri.002G206000
AT3G05500	Potri.013G017300
AT5G13150	Potri.001G060700
AT3G62240	Potri.014G114900
AT4G01360	Potri.014G088600
AT4G01170	Potri.002G077500
AT2G06530	Potri.018G065100
AT4G39250	Potri.009G116600
AT5G11780	Potri.006G230900
AT4G32430	Potri.017G042100
AT3G15070	Potri.011G097100
AT5G67340	Potri.007G051000
AT4G17060	Potri.014G051200
AT5G05460	Potri.010G184300
AT5G01180	Potri.016G111800
AT4G00490	Potri.014G083800
AT3G20720	Potri.011G132800
AT5G23280	Potri.009G009400
AT5G46920	Potri.004G132450
AT4G31130	Potri.018G000600
AT5G50250	Potri.015G086500
AT2G01690	Potri.010G106700
AT3G17750	Potri.015G033400
AT4G20810	Potri.015G051000
AT5G12210	Potri.013G012500
AT1G60070	Potri.016G104700
AT5G57150	Potri.018G141800
AT5G66840	Potri.005G136000
AT4G37560	Potri.005G145400
AT3G47700	Potri.015G063100
AT1G63490	Potri.003G126600
AT4G21090	Potri.003G182100
AT5G23210	Potri.007G072300
AT4G26640	Potri.011G087900
AT4G14716	Potri.008G157500
AT3G24570	Potri.018G081600
AT3G24440	Potri.018G076500
AT2G24810	Potri.001G284305
AT4G24470	Potri.007G116550
AT5G24870	Potri.018G005600
AT3G05090	Potri.013G033800
AT1G73990	Potri.015G047500
AT2G39940	Potri.010G192900
AT3G21550	Potri.010G027600
AT4G11820	Potri.003G120400
AT4G13630	Potri.017G055100
AT1G73965	Potri.012G059600
AT2G29590	Potri.009G042100
AT3G14010	Potri.003G063000
AT5G61380	Potri.015G061900
AT3G45730	Potri.008G045532
AT4G21110	Potri.009G147000
AT5G51380	Potri.003G107900
AT4G11000	Potri.014G050900
AT2G33120	Potri.003G177700
AT4G15780	Potri.008G209100
AT5G41050	Potri.017G068400
AT3G56170	Potri.010G182500
AT2G30000	Potri.009G072400
AT4G39630	Potri.007G085100
AT4G18330	Potri.003G104900
AT5G02140	Potri.006G088100
AT4G15165	Potri.016G015400
AT1G58025	Potri.004G223700
AT2G41705	Potri.005G174600
AT5G44100	Potri.005G226900
AT2G29570	Potri.009G040900
AT2G24540	Potri.018G007100
AT4G14200	Potri.014G146200
AT1G68660	Potri.010G128500
AT3G48160	Potri.015G070300
AT1G67530	Potri.010G058000
AT3G55830	Potri.010G191700
AT3G55730	Potri.010G195000
AT2G04066	Potri.010G117000
AT2G04100	Potri.017G120600
AT3G52440	Potri.016G069300
AT5G64080	Potri.005G169000
AT5G25340	Potri.006G255500
AT5G34930	Potri.006G062600
AT3G14590	Potri.001G379800
AT5G65900	Potri.009G045300
AT2G06050	Potri.018G065600
AT1G69500	Potri.008G088900
AT2G21790	Potri.005G194900
AT1G67490	Potri.010G059000
AT3G55260	Potri.010G211000
AT1G11930	Potri.004G006600
AT4G00520	Potri.014G083300
AT1G68920	Potri.010G136100
AT5G14540	Potri.T125008
AT1G31290	Potri.015G117401
AT2G27550	Potri.009G165100
AT1G18100	Potri.015G041000
AT3G59410	Potri.007G128300
AT3G52140	Potri.009G065300
AT4G00800	Potri.014G105601
AT4G32760	Potri.018G039100
AT3G55990	Potri.010G187600
AT4G31120	Potri.018G000500
AT4G11410	Potri.003G128700
AT5G47050	Potri.003G085800
AT5G35180	Potri.018G113100
AT1G08700	Potri.013G067700
AT4G39160	Potri.010G019600
AT3G53500	Potri.016G081700
AT5G64070	Potri.007G109000
AT3G03880	Potri.019G035300
AT4G36480	Potri.015G034600
AT4G21430	Potri.011G041400
AT1G74710	Potri.012G070000
AT4G03140	Potri.014G145800
AT1G79620	Potri.016G144100
AT5G49750	Potri.004G231551
AT4G08780	Potri.003G215001
AT5G06730	Potri.016G058200
AT5G19890	Potri.003G214500
AT1G44970	Potri.002G031200
AT4G16270	Potri.008G103200
AT2G35380	Potri.001G145800
AT1G68850	Potri.010G134500
AT5G58400	Potri.013G156500
AT1G14550	Potri.010G236910
AT1G23100	Potri.010G111600
AT5G52580	Potri.018G127500
AT5G01860	Potri.018G123900
AT1G73230	Potri.017G141100
AT5G24810	Potri.018G004500
AT3G53670	Potri.006G082100
AT2G46020	Potri.014G086500
AT1G42960	Potri.007G064100
AT4G24900	Potri.015G096700
AT4G14819	Potri.010G086000
AT5G49950	Potri.013G115000
AT5G45560	Potri.008G213000
AT4G32620	Potri.018G034900
AT5G55240	Potri.010G066600
AT3G53320	Potri.016G085600
AT3G48990	Potri.015G144700
AT4G00210	Potri.014G070300
AT5G06080	Potri.010G200400
AT5G46030	Potri.014G056000
AT4G08455	Potri.005G183600
AT5G38690	Potri.018G024400
AT3G53540	Potri.016G080200
AT5G35870	Potri.014G167700
AT4G29790	Potri.018G056400
AT5G40760	Potri.017G070200
AT5G14060	Potri.014G145700
AT4G24100	Potri.003G146000
AT3G11680	Potri.016G070100
AT4G36720	Potri.009G113400
AT1G02090	Potri.014G047200
AT5G54630	Potri.004G030800
AT1G43770	Potri.005G189400
AT4G21705	Potri.011G051500
AT5G04430	Potri.010G230500
AT1G29150	Potri.013G020300
AT5G40310	Potri.017G073300
AT2G48100	Potri.002G215700
AT5G07950	Potri.018G051500
AT3G62060	Potri.014G110900
AT5G26670	Potri.013G000900
AT2G31370	Potri.017G027400
AT5G64140	Potri.016G063100
AT2G44710	Potri.014G051500
AT4G02940	Potri.014G137700
AT3G57610	Potri.016G087900
AT5G05780	Potri.010G192200
AT4G31440	Potri.018G005700
AT5G58160	Potri.006G185601
AT3G32400	Potri.018G019600
AT5G64760	Potri.007G076900
AT5G21050	Potri.009G158000
AT5G64090	Potri.003G020500
AT4G21215	Potri.011G026900
AT1G79610	Potri.016G000200
AT3G20898	Potri.016G053900
AT5G06800	Potri.016G047900
AT4G36830	Potri.014G040500
ATCG01230	Potri.008G208300
AT5G16200	Potri.017G117866
AT4G18230	Potri.001G352000
AT5G10160	Potri.003G020300
AT5G53850	Potri.011G118066
AT2G28150	Potri.009G005800
AT5G64170	Potri.001G205800
AT5G57210	Potri.018G143100
AT4G35780	Potri.005G106200
AT4G33985	Potri.009G101300
AT1G55915	Potri.011G092900
AT5G15470	Potri.017G090800
AT2G47300	Potri.002G194100
AT3G07680	Potri.001G369000
AT1G77800	Potri.005G171800
AT2G29210	Potri.009G036900
AT5G51470	Potri.003G161300
AT5G54510	Potri.011G129700
AT3G02260	Potri.017G101100
AT1G67330	Potri.003G172300
AT4G03153	Potri.014G135000
AT3G07700	Potri.014G168600
AT4G23660	Potri.005G093700
AT1G01760	Potri.014G081400
AT1G69240	Potri.008G096900
AT5G66580	Potri.009G110600
AT5G60450	Potri.009G011800
AT3G57690	Potri.016G052001
AT1G75900	Potri.005G242800
AT3G50880	Potri.007G024200
AT1G75230	Potri.005G227700
AT3G50590	Potri.007G041000
AT5G54730	Potri.011G132700
AT1G61040	Potri.011G047900
AT5G08290	Potri.007G072700
AT5G47140	Potri.003G082800
AT4G02340	Potri.014G127200
AT2G34380	Potri.003G025975
AT1G04390	Potri.001G457550
AT3G23980	Potri.010G062000
AT1G15410	Potri.003G061800
AT4G38510	Potri.009G137800
AT5G47560	Potri.006G013900
AT1G02860	Potri.014G130300
AT2G05630	Potri.014G153800
AT3G06420	Potri.010G153400
AT3G57080	Potri.016G038500
AT2G34585	Potri.011G084300
AT5G19151	Potri.008G203800
AT1G73760	Potri.015G043900
AT3G29390	Potri.017G093600
AT5G05710	Potri.010G190500
AT4G20360	Potri.003G121600
AT3G57670	Potri.016G052700
AT3G15220	Potri.011G116300
AT5G58950	Potri.007G085300
AT5G43140	Potri.014G017800
AT3G22380	Potri.010G089700
AT1G71850	Potri.013G115500
AT4G24320	Potri.004G223200
AT3G15000	Potri.011G112200
AT2G33470	Potri.010G069600
AT5G11040	Potri.018G022500
AT5G04890	Potri.010G245500
AT5G20970	Potri.009G153200
AT2G46140	Potri.014G090800
AT4G17610	Potri.001G150900
AT5G50175	Potri.015G083900
AT5G46020	Potri.011G060800
AT3G47295	Potri.009G047200
AT5G13670	Potri.008G051400
AT3G11540	Potri.016G075700
AT4G31320	Potri.010G253800
AT1G73690	Potri.014G079100
AT5G55490	Potri.017G137100
AT5G20220	Potri.010G092600
AT1G15110	Potri.010G117500
AT5G01730	Potri.016G129000
AT2G46630	Potri.014G102466
AT2G39080	Potri.008G204700
AT4G22620	Potri.003G113100
AT3G60690	Potri.014G066900
AT1G67190	Potri.009G164200
AT5G52490	Potri.015G147500
AT5G63420	Potri.015G093600
AT5G06310	Potri.012G046400
AT4G26010	Potri.013G066800
AT4G11560	Potri.003G127400
AT4G35740	Potri.005G107400
AT1G61670	Potri.016G137700
AT1G30870	Potri.010G175100
AT3G59060	Potri.005G207200
AT5G41180	Potri.003G124800
AT4G22310	Potri.011G023100
AT5G22880	Potri.010G231300
AT2G19365	Potri.019G061000
AT3G47990	Potri.015G074900
AT4G35030	Potri.009G134700
AT5G01260	Potri.016G114500
AT1G74260	Potri.010G200200
AT3G45740	Potri.010G216000
AT4G18010	Potri.003G088300
AT2G01990	Potri.010G100700
AT3G57300	Potri.016G043500
AT3G43250	Potri.011G096100
AT5G18830	Potri.010G026200
AT2G25660	Potri.018G034700
AT5G58310	Potri.019G131100
AT4G18340	Potri.011G084900
AT2G39950	Potri.010G192800
AT1G77620	Potri.005G177000
AT3G53110	Potri.006G119000
AT1G14730	Potri.010G102400
AT5G16715	Potri.017G124500
AT5G17990	Potri.015G078801
AT3G15354	Potri.011G119500
AT5G50915	Potri.015G104200
AT5G12340	Potri.009G071100
AT5G62570	Potri.015G071800
AT1G59900	Potri.010G038400
AT3G57550	Potri.016G054200
AT4G03415	Potri.019G103100
AT5G23190	Potri.010G050100
AT5G59690	Potri.018G092900
AT5G42320	Potri.005G250300
AT3G18000	Potri.015G039000
AT1G79830	Potri.003G052100
AT1G59470	Potri.003G064000
AT5G16880	Potri.019G050000
AT5G26360	Potri.T046300
AT3G54540	Potri.010G254400
AT2G41290	Potri.016G037700
AT1G74020	Potri.016G037800
AT1G12615	Potri.017G133501
AT5G41170	Potri.019G099701
AT5G58640	Potri.009G047000
AT5G64770	Potri.007G077300
AT4G14380	Potri.008G167200
AT1G27160	Potri.007G004100
AT4G22780	Potri.003G116600
AT4G31180	Potri.006G085400
AT3G03960	Potri.019G034200
AT5G66100	Potri.007G063600
AT5G60620	Potri.009G143200
AT1G03160	Potri.005G209200
AT5G58070	Potri.018G110800
AT2G31220	Potri.016G068500
AT1G78800	Potri.011G109000
AT5G50790	Potri.015G101600
AT2G39060	Potri.019G030500
AT5G13170	Potri.003G166800
AT5G50800	Potri.015G101700
AT3G61200	Potri.014G078900
AT1G64790	Potri.019G024200
AT4G17260	Potri.008G135920
AT3G23900	Potri.017G058300
AT5G13530	Potri.001G274900
AT2G47210	Potri.014G117400
AT2G47190	Potri.014G117000
AT2G06040	Potri.006G142200
AT4G28300	Potri.019G095400
AT1G71710	Potri.005G197800
AT3G22200	Potri.016G018500
AT5G19900	Potri.003G214300
AT5G04760	Potri.010G240800
AT5G40810	Potri.009G165000
AT5G38710	Potri.017G109300
AT1G67990	Potri.010G104400
AT1G09960	Potri.002G106900
AT2G31260	Potri.005G222800
AT2G30710	Potri.007G134200
AT4G38400	Potri.009G141400
AT3G33530	Potri.018G128400
AT1G27770	Potri.014G016600
AT1G24706	Potri.019G054600
AT3G51520	Potri.011G145900
AT5G61610	Potri.017G071800
AT5G55820	Potri.001G368200
AT4G39680	Potri.007G086900
AT5G13970	Potri.014G143800
AT1G47655	Potri.014G036600
AT5G08450	Potri.T044700
AT5G35430	Potri.018G126100
AT3G44510	Potri.009G164600
AT3G54240	Potri.010G237800
AT5G16490	Potri.019G053300
AT5G46750	Potri.003G092300
AT1G10320	Potri.004G228600
AT4G25330	Potri.002G216900
AT1G75060	Potri.014G041200
AT1G58440	Potri.005G146700
AT5G24155	Potri.012G120676
AT5G24160	Potri.019G014378
AT1G11530	Potri.011G031100
AT5G60550	Potri.009G012900
AT5G48950	Potri.010G003800
AT1G65450	Potri.010G180000
AT4G01290	Potri.014G089200
AT4G11420	Potri.013G011900
AT1G08320	Potri.009G164300
AT1G49820	Potri.009G094800
AT3G45220	Potri.017G100900
AT3G57380	Potri.016G057000
AT2G32950	Potri.014G159300
AT5G06510	Potri.016G068200
AT3G14560	Potri.001G379400
AT5G11690	Potri.018G087900
AT3G12730	Potri.010G174100
AT1G14030	Potri.008G090500
AT3G05725	Potri.013G010600
AT3G62640	Potri.014G123600
AT5G11970	Potri.006G225900
ATCG00500	Potri.013G162600
AT4G00450	Potri.014G084500
AT1G78240	Potri.005G163900
AT1G32400	Potri.003G087800
AT1G22275	Potri.002G096400
AT5G02640	Potri.016G081600
AT5G02590	Potri.016G081200
AT1G77850	Potri.005G171300
AT2G28350	Potri.009G014800
AT4G30080	Potri.010G223200
AT3G15210	Potri.011G115600
AT5G13330	Potri.003G162500
AT5G64750	Potri.007G076800
AT3G23220	Potri.010G072600
AT2G44840	Potri.014G046900
AT3G50420	Potri.010G020500
AT1G71420	Potri.013G098800
AT2G03380	Potri.010G161800
AT2G17210	Potri.004G205900
AT2G37310	Potri.006G216100
AT1G11290	Potri.003G191000
AT3G46790	Potri.009G037600
AT2G33760	Potri.011G052300
AT3G26782	Potri.002G220300
AT3G23330	Potri.001G186500
AT3G11460	Potri.006G211400
AT3G63370	Potri.005G215500
AT3G25060	Potri.002G245200
AT4G35130	Potri.004G178200
AT3G12770	Potri.013G152000
AT1G04840	Potri.001G316500
AT5G08510	Potri.002G175900
AT1G03540	Potri.013G145000
AT1G08070	Potri.018G040100
AT2G42920	Potri.005G202600
AT2G22410	Potri.001G019500
AT2G36730	Potri.017G083900
AT3G29230	Potri.004G125500
AT1G06143	Potri.002G258766
AT4G38010	Potri.015G138000
AT3G05240	Potri.012G140400
AT5G06540	Potri.016G065500
AT3G05340	Potri.013G021100
AT5G48910	Potri.014G191200
AT5G50990	Potri.012G109300
AT3G56550	Potri.016G029500
AT3G08820	Potri.016G128900
AT3G47530	Potri.003G074500
AT2G02980	Potri.010G168800
AT3G15930	Potri.003G031600
AT2G29760	Potri.009G044700
AT3G04750	Potri.013G041150
AT2G20540	Potri.018G035900
AT2G37320	Potri.016G082200
AT5G40410	Potri.002G014800
AT5G08490	Potri.004G134300
AT5G55740	Potri.006G155400
AT5G13270	Potri.001G066100
AT2G03880	Potri.004G208000
AT5G09950	Potri.013G129500
AT3G61170	Potri.002G155100
AT4G08210	Potri.002G087400
AT4G15720	Potri.008G217000
AT4G14050	Potri.001G321700
AT2G41080	Potri.016G075000
AT5G52850	Potri.004G071800
AT4G13650	Potri.013G058900
AT3G14730	Potri.006G090900
AT2G35030	Potri.016G038400
AT1G32415	Potri.003G087300
AT3G12590	Potri.010G207900
AT3G15640	Potri.003G060100
AT5G23720	Potri.015G105000
AT3G54170	Potri.002G197600
AT4G21780	Potri.011G136500
AT1G73960	Potri.015G050800
AT2G33570	Potri.005G258900
AT5G44670	Potri.003G156600
AT5G17480	Potri.017G126400
AT4G22330	Potri.017G057500
AT1G22060	Potri.005G170066
AT2G32730	Potri.017G054400
AT1G77300	Potri.005G182100
AT5G17020	Potri.019G052100
AT3G52750	Potri.009G164100
AT1G08980	Potri.013G024200
AT1G12580	Potri.015G136900
AT2G04032	Potri.010G134300
AT4G23720	Potri.003G135400
AT5G11070	Potri.018G114401
AT5G17690	Potri.019G044400
AT1G58370	Potri.002G113132
AT5G42950	Potri.002G262300
AT3G25990	Potri.010G055000
AT3G57520	Potri.016G054700
AT2G26300	Potri.018G048600
AT5G35320	Potri.018G132600
AT1G71696	Potri.005G197000
AT1G77700	Potri.005G173900
AT1G54470	Potri.018G145520
AT4G25000	Potri.014G029400
AT5G47030	Potri.003G086100
AT4G08900	Potri.014G067700
AT1G19430	Potri.002G260600
AT2G34300	Potri.005G184500
AT3G04820	Potri.005G051400
AT3G03140	Potri.019G048100
AT5G61790	Potri.015G109200
AT3G26100	Potri.015G009400
AT1G73200	Potri.018G152400
AT5G26860	Potri.013G008900
AT1G33390	Potri.017G107900
AT2G01770	Potri.010G104200
AT4G13270	Potri.006G159400
AT4G05030	Potri.016G002600
AT1G69580	Potri.010G167901
AT2G26170	Potri.018G062100
AT5G47780	Potri.016G001700
AT5G62810	Potri.015G076100
AT1G70210	Potri.010G095200
AT2G45990	Potri.014G086100
AT1G09010	Potri.013G021200
AT5G03630	Potri.006G114800
AT5G67590	Potri.007G005100
AT1G67140	Potri.004G101250
AT3G54710	Potri.005G222700
AT3G53640	Potri.010G126900
AT3G16150	Potri.014G022900
AT3G07300	Potri.T126106
AT5G60760	Potri.009G009200
AT5G55150	Potri.003G127700
AT1G08190	Potri.009G002400
AT3G52110	Potri.009G061900
AT5G50890	Potri.005G204100
AT1G23330	Potri.016G114350
AT4G24040	Potri.006G068300
AT4G24680	Potri.015G079800
AT3G59090	Potri.005G203600
AT4G01370	Potri.014G088500
AT3G45640	Potri.009G066100
AT4G18390	Potri.012G109000
AT1G71810	Potri.002G061000
AT5G53530	Potri.018G150900
AT5G46060	Potri.011G059400
AT5G27380	Potri.013G026800
AT5G58290	Potri.016G028000
AT1G77000	Potri.005G185700
AT1G10310	Potri.004G228533
AT1G14830	Potri.010G105900
AT5G42080	Potri.003G141000
AT1G75210	Potri.014G196700
AT3G59580	Potri.017G018500
AT1G68580	Potri.010G126700
AT1G06470	Potri.006G278700
AT1G67500	Potri.013G022200
AT3G19950	Potri.007G074014
AT1G68030	Potri.016G053300
AT3G58040	Potri.016G059700
AT3G61790	Potri.014G099200
AT4G31110	Potri.018G148564
AT1G16090	Potri.001G040600
AT1G08720	Potri.013G034800
AT5G67170	Potri.005G140500
AT2G27035	Potri.017G088500
AT4G15210	Potri.017G040800
AT4G01190	Potri.014G093300
AT3G56960	Potri.016G036800
AT3G25790	Potri.010G128900
AT4G27620	Potri.019G042700
AT2G43180	Potri.002G231000
AT4G21010	Potri.001G107500
AT5G22950	Potri.008G034700
AT1G80133	Potri.018G130700
AT3G49260	Potri.015G012500
AT3G48170	Potri.015G070600
AT3G13600	Potri.003G218800
AT5G37370	Potri.017G144121
AT5G47240	Potri.018G069100
AT1G34060	Potri.002G064000
AT5G53440	Potri.015G014800
AT5G46110	Potri.011G057800
AT5G03670	Potri.006G115300
AT5G20160	Potri.019G087100
