Gene,Arabidopsis,best_arabi_defline
Potri.002G262400,AT1G75160,Protein of unknown function (DUF620)
Potri.002G262400,AT1G75160,Protein of unknown function (DUF620)
Potri.002G262500,,
Potri.002G262601,,
Potri.002G262700,AT5G42960,"(1 of 2) PTHR35284:SF1 - OUTER ENVELOPE PORE PROTEIN 24A, CHLOROPLASTIC-RELATED"
Potri.002G262800,AT1G75150,(1 of 6) 3.4.22.69 - SARS coronavirus main proteinase / Severe acute respiratory syndrome coronavirus main protease
Potri.002G262900,AT1G19370,(1 of 2) PTHR35464:SF1 - F18O14.9
Potri.002G263000,AT1G45160,Protein kinase superfamily protein
Potri.002G263100,AT1G06515,Protein of unknown function (DUF3317)
Potri.002G263200,AT5G42970,Proteasome component (PCI) domain protein
Potri.002G263300,AT1G06515,Protein of unknown function (DUF3317)
Potri.002G263451,,
Potri.002G263600,,
Potri.002G263800,AT1G75130,"cytochrome P450, family 721, subfamily A, polypeptide 1"
Potri.002G263900,,
Potri.003G000400,AT2G02540,homeobox protein 21
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000500,AT2G02560,cullin-associated and neddylation dissociated
Potri.003G000601,,
Potri.003G000701,,
Potri.003G000800,AT1G59740,Major facilitator superfamily protein
Potri.003G000900,AT5G49880,mitotic checkpoint family protein
Potri.003G001000,AT1G59750,auxin response factor 1
Potri.003G001000,AT1G59750,auxin response factor 1
Potri.003G001000,AT1G59750,auxin response factor 1
Potri.003G001200,AT4G24265,
Potri.003G001400,AT1G59610,dynamin-like 3
Potri.003G001500,AT5G49890,chloride channel C
Potri.003G001700,AT1G10280,"Core-2/I-branching beta-1,6-N-acetylglucosaminyltransferase family protein"
Potri.003G002500,AT3G45290,Seven transmembrane MLO family protein
Potri.003G002650,,
Potri.003G002800,,
Potri.003G002950,AT1G10270,glutamine-rich protein 23
Potri.003G002950,AT1G10270,glutamine-rich protein 23
Potri.003G003100,AT4G18530,Protein of unknown function (DUF707)
Potri.003G003300,AT5G23220,nicotinamidase 3
Potri.003G003400,AT5G49900,"Beta-glucosidase, GBA2 type family protein"
Potri.003G003400,AT5G49900,"Beta-glucosidase, GBA2 type family protein"
Potri.003G003400,AT5G49900,"Beta-glucosidase, GBA2 type family protein"
Potri.003G003400,AT5G49900,"Beta-glucosidase, GBA2 type family protein"
Potri.003G003400,AT5G49900,"Beta-glucosidase, GBA2 type family protein"
Potri.003G003500,AT1G57680,
Potri.003G003500,AT1G57680,
Potri.003G003700,AT1G57700,Protein kinase superfamily protein
Potri.003G003801,AT1G09610,Protein of unknown function (DUF579)
Potri.003G003900,AT1G09620,ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
Potri.003G003900,AT1G09620,ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
Potri.003G003900,AT1G09620,ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
Potri.003G003900,AT1G09620,ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
Potri.003G003900,AT1G09620,ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
Potri.003G003900,AT1G09620,ATP binding;leucine-tRNA ligases;aminoacyl-tRNA ligases;nucleotide binding;ATP binding;aminoacyl-tRNA ligases
Potri.003G004000,AT3G11730,Ras-related small GTP-binding family protein
Potri.003G004100,AT1G09630,RAB GTPase 11C
Potri.003G004200,,
Potri.003G004301,,
Potri.003G004401,,
Potri.003G004501,AT5G28780,PIF1 helicase
Potri.003G004600,,
Potri.003G004600,,
Potri.003G004600,,
Potri.003G004700,AT1G09640,"Translation elongation factor EF1B, gamma chain"
Potri.003G004700,AT1G09640,"Translation elongation factor EF1B, gamma chain"
Potri.003G005100,,
Potri.003G005200,,
Potri.003G005400,AT1G57765,
Potri.003G005400,AT1G57765,
Potri.003G005500,AT1G09660,RNA-binding KH domain-containing protein
Potri.003G005700,AT1G33980,Smg-4/UPF3 family protein
Potri.003G005700,AT1G33980,Smg-4/UPF3 family protein
Potri.003G005800,AT1G57770,FAD/NAD(P)-binding oxidoreductase family protein
Potri.003G005800,AT1G57770,FAD/NAD(P)-binding oxidoreductase family protein
Potri.003G005900,AT1G57870,shaggy-like kinase 42
Potri.003G005900,AT1G57870,shaggy-like kinase 42
Potri.003G005900,AT1G57870,shaggy-like kinase 42
Potri.003G005900,AT1G57870,shaggy-like kinase 42
Potri.003G006000,AT1G66540,Cytochrome P450 superfamily protein
Potri.003G006100,AT4G24275,
Potri.003G006200,AT5G49920,Octicosapeptide/Phox/Bem1p family protein
Potri.003G006200,AT5G49920,Octicosapeptide/Phox/Bem1p family protein
Potri.003G006300,AT5G49910,chloroplast heat shock protein 70-2
Potri.003G006500,AT4G24290,MAC/Perforin domain-containing protein
Potri.003G006500,AT4G24290,MAC/Perforin domain-containing protein
Potri.003G006500,AT4G24290,MAC/Perforin domain-containing protein
Potri.003G006700,AT3G11310,(1 of 14) PF12776 - Myb/SANT-like DNA-binding domain (Myb_DNA-bind_3)
Potri.003G006751,,
Potri.003G006800,AT3G16610,pentatricopeptide (PPR) repeat-containing protein
Potri.003G006900,AT1G58007,
Potri.003G007000,AT1G66540,Cytochrome P450 superfamily protein
Potri.003G007900,AT1G66540,Cytochrome P450 superfamily protein
Potri.003G008200,AT1G66540,Cytochrome P450 superfamily protein
Potri.003G008300,,
Potri.003G008300,,
Potri.003G008300,,
Potri.003G008400,AT1G09810,evolutionarily conserved C-terminal region 11
Potri.003G008500,AT1G09800,Pseudouridine synthase family protein
Potri.003G008500,AT1G09800,Pseudouridine synthase family protein
Potri.003G008500,AT1G09800,Pseudouridine synthase family protein
Potri.003G008500,AT1G09800,Pseudouridine synthase family protein
Potri.003G008600,AT3G02430,Protein of unknown function (DUF679)
Potri.003G008700,,
Potri.003G008800,AT5G49960,(1 of 1) PTHR31563:SF1 - ION CHANNEL POLLUX-RELATED
Potri.003G008800,AT5G49960,(1 of 1) PTHR31563:SF1 - ION CHANNEL POLLUX-RELATED
Potri.003G008900,AT2G32630,Pentatricopeptide repeat (PPR-like) superfamily protein
Potri.003G008900,AT2G32630,Pentatricopeptide repeat (PPR-like) superfamily protein
Potri.003G008900,AT2G32630,Pentatricopeptide repeat (PPR-like) superfamily protein
Potri.003G008900,AT2G32630,Pentatricopeptide repeat (PPR-like) superfamily protein
Potri.003G009000,,
Potri.003G009300,AT5G49940,NIFU-like protein 2
Potri.003G009400,AT1G58070,
Potri.003G009500,AT2G16930,Ribosomal protein L27 family protein
Potri.003G009500,AT2G16930,Ribosomal protein L27 family protein
Potri.003G009600,AT2G40360,Transducin/WD40 repeat-like superfamily protein
Potri.003G009600,AT2G40360,Transducin/WD40 repeat-like superfamily protein
Potri.003G009600,AT2G40360,Transducin/WD40 repeat-like superfamily protein
Potri.003G009600,AT2G40360,Transducin/WD40 repeat-like superfamily protein
Potri.003G009650,,
Potri.003G009700,AT1G71900,Protein of unknown function (DUF803)
Potri.003G009800,AT1G09794,Cox19 family protein (CHCH motif)
Potri.003G009900,AT4G25880,pumilio 6
Potri.003G009900,AT4G25880,pumilio 6
Potri.003G009900,AT4G25880,pumilio 6
Potri.003G009900,AT4G25880,pumilio 6
Potri.003G009900,AT4G25880,pumilio 6
Potri.003G010000,AT1G17690,(1 of 1) PTHR12933 - ORF PROTEIN-RELATED
Potri.003G010000,AT1G17690,(1 of 1) PTHR12933 - ORF PROTEIN-RELATED
Potri.003G010000,AT1G17690,(1 of 1) PTHR12933 - ORF PROTEIN-RELATED
Potri.003G010000,AT1G17690,(1 of 1) PTHR12933 - ORF PROTEIN-RELATED
Potri.003G010200,AT4G25890,60S acidic ribosomal protein family
Potri.003G010300,AT5G23170,Protein kinase superfamily protein
Potri.003G010400,AT4G06634,zinc finger (C2H2 type) family protein
Potri.003G010400,AT4G06634,zinc finger (C2H2 type) family protein
Potri.003G010433,,
Potri.003G010466,,
Potri.003G010499,,
Potri.003G010532,,
Potri.003G010565,,
Potri.003G010598,,
Potri.003G010631,,
Potri.003G010664,,
Potri.003G010697,,
Potri.003G010700,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G010730,,
Potri.003G010763,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G010800,,
Potri.003G011000,,
Potri.003G011066,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G011132,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G011200,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G011250,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G011300,AT4G06599,ubiquitin family protein
Potri.003G011850,,
Potri.003G011875,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G011900,AT1G80510,Transmembrane amino acid transporter family protein
Potri.003G012000,,
Potri.003G012100,AT1G80520,Sterile alpha motif (SAM) domain-containing protein
Potri.003G012300,AT1G80530,Major facilitator superfamily protein
Potri.003G012300,AT1G80530,Major facilitator superfamily protein
Potri.003G012400,AT1G15780,(1 of 2) PTHR33137:SF4 - F7H2.13 PROTEIN-RELATED
Potri.003G012400,AT1G15780,(1 of 2) PTHR33137:SF4 - F7H2.13 PROTEIN-RELATED
Potri.003G012400,AT1G15780,(1 of 2) PTHR33137:SF4 - F7H2.13 PROTEIN-RELATED
Potri.003G012400,AT1G15780,(1 of 2) PTHR33137:SF4 - F7H2.13 PROTEIN-RELATED
Potri.003G012451,,
Potri.003G013000,,
Potri.003G013026,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G013156,AT1G54470,RNI-like superfamily protein
Potri.003G013200,AT1G54470,RNI-like superfamily protein
Potri.003G013200,AT1G54470,RNI-like superfamily protein
Potri.003G013300,,
Potri.003G013400,,
Potri.003G013601,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G013700,AT1G54470,RNI-like superfamily protein
Potri.003G013700,AT1G54470,RNI-like superfamily protein
Potri.003G013700,AT1G54470,RNI-like superfamily protein
Potri.003G013856,,
Potri.003G013900,,
Potri.003G014000,AT1G15770,(1 of 1) PTHR33137:SF2 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 15B-RELATED
Potri.003G014000,AT1G15770,(1 of 1) PTHR33137:SF2 - MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 15B-RELATED
Potri.003G014056,,
Potri.003G014156,AT1G15790,(1 of 2) PF16987 - KIX domain (KIX_2)
Potri.003G014176,,
Potri.003G014200,,
Potri.003G014200,,
Potri.003G014356,,
Potri.003G014750,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G014800,AT1G58110,Basic-leucine zipper (bZIP) transcription factor family protein
Potri.003G014800,AT1G58110,Basic-leucine zipper (bZIP) transcription factor family protein
Potri.003G014900,AT1G03330,Small nuclear ribonucleoprotein family protein
Potri.003G015000,,
Potri.003G015000,,
Potri.003G015000,,
Potri.003G015000,,
Potri.003G015050,,
Potri.003G015100,AT4G20020,(1 of 2) PTHR31346:SF5 - DAG-LIKE PROTEIN
Potri.003G015200,AT1G10960,ferredoxin 1
Potri.003G015300,AT1G10950,transmembrane nine 1
Potri.003G015400,AT1G60940,SNF1-related protein kinase 2.10
Potri.003G015433,,
Potri.003G015466,,
Potri.003G015500,,
Potri.003G015700,AT1G22940,"thiamin biosynthesis protein, putative"
Potri.003G015700,AT1G22940,"thiamin biosynthesis protein, putative"
Potri.003G015800,AT1G60930,RECQ helicase L4B
Potri.003G015800,AT1G60930,RECQ helicase L4B
Potri.003G015900,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G016275,,
Potri.003G016275,,
Potri.003G016725,,
Potri.003G016733,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G017566,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G018400,,
Potri.003G018500,AT1G22930,T-complex protein 11
Potri.003G018700,,
Potri.003G018800,AT4G22200,potassium transport 2/3
Potri.003G018900,AT1G71220,"UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups"
Potri.003G018900,AT1G71220,"UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups"
Potri.003G018900,AT1G71220,"UDP-glucose:glycoprotein glucosyltransferases;transferases, transferring hexosyl groups;transferases, transferring glycosyl groups"
Potri.003G019000,AT1G10910,Pentatricopeptide repeat (PPR) superfamily protein
Potri.003G019000,AT1G10910,Pentatricopeptide repeat (PPR) superfamily protein
Potri.003G019100,AT1G10900,Phosphatidylinositol-4-phosphate 5-kinase family protein
Potri.003G019300,AT1G57620,emp24/gp25L/p24 family/GOLD family protein
Potri.003G019300,AT1G57620,emp24/gp25L/p24 family/GOLD family protein
Potri.003G019400,AT1G10780,F-box/RNI-like superfamily protein
Potri.003G019400,AT1G10780,F-box/RNI-like superfamily protein
Potri.003G019500,AT1G25290,RHOMBOID-like protein 10
Potri.003G019600,AT5G24690,Protein of unknown function (DUF3411)
Potri.003G019700,AT3G06460,GNS1/SUR4 membrane protein family
Potri.003G019800,,
Potri.003G019900,,
Potri.003G020100,,
Potri.003G020200,AT5G64080,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Potri.003G020300,AT2G22230,Thioesterase superfamily protein
Potri.003G020400,AT1G15820,light harvesting complex photosystem II subunit 6
Potri.003G020400,AT1G15820,light harvesting complex photosystem II subunit 6
Potri.003G020500,AT5G64090,(1 of 2) KOG4688 - Putative beta-catenin-Tcf/Lef signaling pathway component DRCTNNB1A
Potri.003G020500,AT5G64090,(1 of 2) KOG4688 - Putative beta-catenin-Tcf/Lef signaling pathway component DRCTNNB1A
Potri.003G020500,AT5G64090,(1 of 2) KOG4688 - Putative beta-catenin-Tcf/Lef signaling pathway component DRCTNNB1A
Potri.003G020600,,
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020700,AT3G26080,plastid-lipid associated protein PAP / fibrillin family protein
Potri.003G020701,,
Potri.003G020800,AT1G33270,Acyl transferase/acyl hydrolase/lysophospholipase superfamily protein
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021000,,
Potri.003G021100,AT5G24750,UDP-Glycosyltransferase superfamily protein
Potri.003G021250,AT3G53310,AP2/B3-like transcriptional factor family protein
Potri.003G021300,AT3G62170,VANGUARD 1 homolog 2
Potri.003G021400,,
Potri.003G021400,,
Potri.003G021500,AT1G11400,partner of Y14-MAGO
Potri.003G021600,AT3G62170,VANGUARD 1 homolog 2
Potri.003G021700,AT4G22970,homolog of separase
Potri.003G021800,AT1G68140,Protein of unknown function (DUF1644)
Potri.003G021800,AT1G68140,Protein of unknown function (DUF1644)
Potri.003G021800,AT1G68140,Protein of unknown function (DUF1644)
Potri.003G021900,AT1G15200,protein-protein interaction regulator family protein
Potri.003G021934,AT2G01080,Late embryogenesis abundant (LEA) hydroxyproline-rich glycoprotein family
Potri.003G022001,,
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022100,AT3G12810,SNF2 domain-containing protein / helicase domain-containing protein
Potri.003G022400,,
Potri.003G022600,AT5G16850,telomerase reverse transcriptase
Potri.003G022600,AT5G16850,telomerase reverse transcriptase
Potri.003G022650,,
Potri.003G022701,,
Potri.003G022800,AT5G64530,xylem NAC domain 1
Potri.003G022900,AT5G09730,beta-xylosidase 3
Potri.003G022900,AT5G09730,beta-xylosidase 3
Potri.003G022900,AT5G09730,beta-xylosidase 3
Potri.003G022900,AT5G09730,beta-xylosidase 3
Potri.003G023000,AT4G33430,BRI1-associated receptor kinase
Potri.003G023300,AT5G64550,loricrin-related
Potri.003G023300,AT5G64550,loricrin-related
Potri.003G023300,AT5G64550,loricrin-related
Potri.003G023500,,
Potri.003G023601,AT5G64160,
Potri.003G023700,AT5G09390,CD2-binding protein-related
Potri.003G023800,AT5G64200,ortholog of human splicing factor SC35
Potri.003G023800,AT5G64200,ortholog of human splicing factor SC35
Potri.003G023900,AT5G09400,K+ uptake permease 7
Potri.003G024000,AT4G33520,P-type ATP-ase 1
